timestamp,llm_type,llm_model,template_path,row_number,iteration_number,error_stage,stage_attempt_count,next_feedback_level,error_message,resource_name
2026-03-26 22:35:48,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_0_update_1_template_20260326_223542.yaml,0,1,security_validation,0,moderate,[CKV_AWS_27] Ensure all data stored in the SQS queue is encrypted,AWS::SQS::Queue.SQSQueue
2026-03-26 22:36:42,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_1_update_1_template_20260326_223639.yaml,1,1,syntax_validation,0,moderate,Additional properties are not allowed ('ReturnSubscriptionArn' was unexpected),SNSEmailSubscription
2026-03-26 22:37:07,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_1_update_2_template_20260326_223642.yaml,1,2,security_validation,0,moderate,[CKV_AWS_26] Ensure all data stored in the SNS topic is encrypted,AWS::SNS::Topic.SNSTopic
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_18] Ensure the S3 bucket has access logging enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_53] Ensure S3 bucket has block public ACLs enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_54] Ensure S3 bucket has block public policy enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_21] Ensure the S3 bucket has versioning enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_55] Ensure S3 bucket has ignore public ACLs enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:41,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_1_template_20260326_223738.yaml,2,1,security_validation,0,moderate,[CKV_AWS_56] Ensure S3 bucket has RestrictPublicBuckets enabled,AWS::S3::Bucket.DefaultBucket
2026-03-26 22:37:47,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_2_template_20260326_223741.yaml,2,2,syntax_validation,0,moderate,Additional properties are not allowed ('LogPrefix' was unexpected. Did you mean 'LogFilePrefix'?),DefaultBucket
2026-03-26 22:37:47,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_2_template_20260326_223741.yaml,2,2,syntax_validation,0,moderate,A bucket with 'AccessControl' set should also have at least one 'OwnershipControl' configured,LogBucket
2026-03-26 22:37:47,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_2_template_20260326_223741.yaml,2,2,syntax_validation,0,moderate,"'LogDelivery' is not one of ['AuthenticatedRead', 'AwsExecRead', 'BucketOwnerFullControl', 'BucketOwnerRead', 'LogDeliveryWrite', 'Private', 'PublicRead', 'PublicReadWrite']",LogBucket
2026-03-26 22:37:47,deepseek,openrouter/arcee-ai/trinity-large-preview:free,llm_generated_data/template/iterative/deepseek/openrouter/arcee-ai/trinity-large-preview:free/row_2_update_2_template_20260326_223741.yaml,2,2,syntax_validation,0,moderate,'AccessControl' is a legacy property. Consider using 'AWS::S3::BucketPolicy' instead,LogBucket
